'Reason for absence','Month of absence','Day of the week',Seasons,'Transportation expense','Distance from Residence to Work','Service time',Age,'Work load Average/day ','Hit target','Disciplinary failure',Education,Son,'Social drinker','Social smoker',Pet,Weight,Height,'Body mass index','Absenteeism time in hours'
'\'(22.4-25.2]\'','\'(4.8-6]\'','\'(3.6-4]\'','\'(-inf-1.3]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','253,957','\'(94.3-96.2]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'',2
'\'(2.8-5.6]\'','\'(4.8-6]\'','\'(3.6-4]\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','253,957','\'(94.3-96.2]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',8
'\'(19.6-22.4]\'','\'(4.8-6]\'','\'(3.6-4]\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','253,957','\'(94.3-96.2]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(25.2-inf)\'','\'(4.8-6]\'','\'(5.6-inf)\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','253,957','\'(94.3-96.2]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'',2
'\'(8.4-11.2]\'','\'(4.8-6]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(307-334]\'','\'(14.4-19.1]\'','\'(3.8-6.6]\'','\'(-inf-30.1]\'','253,957','\'(94.3-96.2]\'','\'(-inf-0.1]\'','\'(1.9-2.2]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(179.5-182.8]\'','\'(24.7-26.6]\'',1
'\'(11.2-14]\'','\'(4.8-6]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(36.3-39.4]\'','253,957','\'(94.3-96.2]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'',8
'\'(22.4-25.2]\'','\'(6-7.2]\'','\'(4.8-5.2]\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(22.4-25.2]\'','\'(6-7.2]\'','\'(4.8-5.2]\'','\'(-inf-1.3]\'','\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'',4
'\'(11.2-14]\'','\'(6-7.2]\'','\'(5.6-inf)\'','\'(-inf-1.3]\'','\'(253-280]\'','\'(47.3-inf)\'','\'(9.4-12.2]\'','\'(33.2-36.3]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(3.6-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'',8
'\'(5.6-8.4]\'','\'(6-7.2]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(253-280]\'','\'(9.7-14.4]\'','\'(6.6-9.4]\'','\'(30.1-33.2]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(1.9-2.2]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(76.8-82]\'','\'(176.2-179.5]\'','\'(24.7-26.6]\'',8
'\'(22.4-25.2]\'','\'(6-7.2]\'','\'(5.6-inf)\'','\'(-inf-1.3]\'','\'(307-334]\'','\'(14.4-19.1]\'','\'(3.8-6.6]\'','\'(-inf-30.1]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(1.9-2.2]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(179.5-182.8]\'','\'(24.7-26.6]\'',8
'\'(25.2-inf)\'','\'(6-7.2]\'','\'(5.6-inf)\'','\'(-inf-1.3]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',8
'\'(25.2-inf)\'','\'(6-7.2]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(253-280]\'','\'(47.3-inf)\'','\'(9.4-12.2]\'','\'(33.2-36.3]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(3.6-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'',4
'\'(25.2-inf)\'','\'(6-7.2]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',8
'\'(14-16.8]\'','\'(6-7.2]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(280-307]\'','\'(23.8-28.5]\'','\'(12.2-15]\'','\'(42.5-45.6]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(0.8-1.6]\'','\'(76.8-82]\'','\'(172.9-176.2]\'','\'(24.7-26.6]\'',8
'\'(22.4-25.2]\'','\'(6-7.2]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(28.5-33.2]\'','\'(9.4-12.2]\'','\'(45.6-48.7]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(4.8-5.6]\'','\'(87.2-92.4]\'','\'(-inf-166.3]\'','\'(32.3-34.2]\'',1
'\'(25.2-inf)\'','\'(6-7.2]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'',2
'\'(8.4-11.2]\'','\'(6-7.2]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'',112
'\'(25.2-inf)\'','\'(6-7.2]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',1
'\'(22.4-25.2]\'','\'(6-7.2]\'','\'(5.6-inf)\'','\'(-inf-1.3]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(17.8-20.6]\'','\'(48.7-51.8]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(97.6-102.8]\'','\'(176.2-179.5]\'','\'(30.4-32.3]\'',1
'\'(19.6-22.4]\'','\'(6-7.2]\'','\'(5.6-inf)\'','\'(-inf-1.3]\'','\'(334-361]\'','\'(47.3-inf)\'','\'(-inf-3.8]\'','\'(-inf-30.1]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(3.2-4]\'','\'(76.8-82]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',8
'\'(19.6-22.4]\'','\'(6-7.2]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(280-307]\'','\'(33.2-37.9]\'','\'(12.2-15]\'','\'(30.1-33.2]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'',8
'\'(25.2-inf)\'','\'(6-7.2]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(19.1-23.8]\'','\'(12.2-15]\'','\'(42.5-45.6]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(102.8-inf)\'','\'(166.3-169.6]\'','\'(36.1-inf)\'',8
'\'(25.2-inf)\'','\'(6-7.2]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'',2
'\'(25.2-inf)\'','\'(6-7.2]\'','\'(4.8-5.2]\'','\'(-inf-1.3]\'','\'(280-307]\'','\'(28.5-33.2]\'','\'(9.4-12.2]\'','\'(39.4-42.5]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(71.6-76.8]\'','\'(169.6-172.9]\'','\'(24.7-26.6]\'',1
'\'(22.4-25.2]\'','\'(6-7.2]\'','\'(4.8-5.2]\'','\'(-inf-1.3]\'','\'(253-280]\'','\'(-inf-9.7]\'','\'(12.2-15]\'','\'(36.3-39.4]\'','230,290','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(0.9-inf)\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'',2
'\'(22.4-25.2]\'','\'(7.2-8.4]\'','\'(4.8-5.2]\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',4
'\'(22.4-25.2]\'','\'(7.2-8.4]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(1.9-2.2]\'','\'(1.6-2]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'',1
'\'(25.2-inf)\'','\'(7.2-8.4]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'',4
'\'(25.2-inf)\'','\'(7.2-8.4]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',4
'\'(25.2-inf)\'','\'(7.2-8.4]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(280-307]\'','\'(33.2-37.9]\'','\'(12.2-15]\'','\'(30.1-33.2]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'',8
'\'(25.2-inf)\'','\'(7.2-8.4]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(19.1-23.8]\'','\'(12.2-15]\'','\'(42.5-45.6]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(102.8-inf)\'','\'(166.3-169.6]\'','\'(36.1-inf)\'',8
'\'(25.2-inf)\'','\'(7.2-8.4]\'','\'(4.8-5.2]\'','\'(-inf-1.3]\'','\'(280-307]\'','\'(28.5-33.2]\'','\'(9.4-12.2]\'','\'(39.4-42.5]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(71.6-76.8]\'','\'(169.6-172.9]\'','\'(24.7-26.6]\'',4
'\'(22.4-25.2]\'','\'(7.2-8.4]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',4
'\'(22.4-25.2]\'','\'(7.2-8.4]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(19.1-23.8]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(1.9-2.2]\'','\'(1.6-2]\'','\'(-inf-0.1]\'','\'(0.9-inf)\'','\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(169.6-172.9]\'','\'(20.9-22.8]\'',8
'\'(22.4-25.2]\'','\'(7.2-8.4]\'','\'(4.8-5.2]\'','\'(-inf-1.3]\'','\'(307-334]\'','\'(14.4-19.1]\'','\'(3.8-6.6]\'','\'(-inf-30.1]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(1.9-2.2]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(179.5-182.8]\'','\'(24.7-26.6]\'',16
'\'(22.4-25.2]\'','\'(7.2-8.4]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(36.3-39.4]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(28.5-30.4]\'',4
'\'(25.2-inf)\'','\'(7.2-8.4]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'',1
'\'(25.2-inf)\'','\'(7.2-8.4]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',5
'\'(25.2-inf)\'','\'(7.2-8.4]\'','\'(4.8-5.2]\'','\'(-inf-1.3]\'','\'(280-307]\'','\'(28.5-33.2]\'','\'(9.4-12.2]\'','\'(39.4-42.5]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(71.6-76.8]\'','\'(169.6-172.9]\'','\'(24.7-26.6]\'',2
'\'(25.2-inf)\'','\'(7.2-8.4]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(253-280]\'','\'(47.3-inf)\'','\'(9.4-12.2]\'','\'(33.2-36.3]\'','249,797','\'(92.4-94.3]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(3.6-inf)\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(61.2-66.4]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'',3
'\'(25.2-inf)\'','\'(8.4-9.6]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'',1
'\'(25.2-inf)\'','\'(8.4-9.6]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(23.8-28.5]\'','\'(15-17.8]\'','\'(39.4-42.5]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(169.6-172.9]\'','\'(22.8-24.7]\'',1
'\'(25.2-inf)\'','\'(8.4-9.6]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(-inf-145]\'','\'(9.7-14.4]\'','\'(9.4-12.2]\'','\'(36.3-39.4]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(82-87.2]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',3
'\'(22.4-25.2]\'','\'(8.4-9.6]\'','\'(2.8-3.2]\'','\'(-inf-1.3]\'','\'(145-172]\'','\'(9.7-14.4]\'','\'(12.2-15]\'','\'(33.2-36.3]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(92.4-97.6]\'','\'(192.7-inf)\'','\'(24.7-26.6]\'',2
'\'(25.2-inf)\'','\'(8.4-9.6]\'','\'(4.8-5.2]\'','\'(-inf-1.3]\'','\'(280-307]\'','\'(28.5-33.2]\'','\'(9.4-12.2]\'','\'(39.4-42.5]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(71.6-76.8]\'','\'(169.6-172.9]\'','\'(24.7-26.6]\'',2
'\'(22.4-25.2]\'','\'(8.4-9.6]\'','\'(5.6-inf)\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',8
'\'(22.4-25.2]\'','\'(8.4-9.6]\'','\'(5.6-inf)\'','\'(-inf-1.3]\'','\'(226-253]\'','\'(23.8-28.5]\'','\'(12.2-15]\'','\'(45.6-48.7]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(1.6-2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(0.8-1.6]\'','\'(82-87.2]\'','\'(-inf-166.3]\'','\'(30.4-32.3]\'',1
'\'(22.4-25.2]\'','\'(8.4-9.6]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(47.3-inf)\'','\'(17.8-20.6]\'','\'(36.3-39.4]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(87.2-92.4]\'','\'(169.6-172.9]\'','\'(30.4-32.3]\'',4
'\'(22.4-25.2]\'','\'(8.4-9.6]\'','\'(3.6-4]\'','\'(-inf-1.3]\'','\'(199-226]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(22.8-24.7]\'',1
'\'(22.4-25.2]\'','\'(8.4-9.6]\'','\'(-inf-2.4]\'','\'(-inf-1.3]\'','\'(172-199]\'','\'(23.8-28.5]\'','\'(6.6-9.4]\'','\'(-inf-30.1]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(-inf-61.2]\'','\'(169.6-172.9]\'','\'(-inf-20.9]\'',2
'\'(22.4-25.2]\'','\'(8.4-9.6]\'','\'(2.8-3.2]\'','\'(3.7-inf)\'','\'(361-inf)\'','\'(14.4-19.1]\'','\'(9.4-12.2]\'','\'(30.1-33.2]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(2.8-3.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(66.4-71.6]\'','\'(166.3-169.6]\'','\'(24.7-26.6]\'',8
'\'(19.6-22.4]\'','\'(8.4-9.6]\'','\'(2.8-3.2]\'','\'(3.7-inf)\'','\'(334-361]\'','\'(47.3-inf)\'','\'(-inf-3.8]\'','\'(-inf-30.1]\'','261,756','\'(86.7-88.6]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(0.8-1.2]\'','\'(0.9-inf)\'','\'(-inf-0.1]\'','\'(3.2-4]\'','\'(76.8-82]\'','\'(169.6-172.9]\'','\'(26.6-28.5]\'',8
'\'(2.8-5.6]\'','\'(9.6-10.8]\'','\'(4.8-5.2]\'','\'(3.7-inf)\'','\'(280-307]\'','\'(47.3-inf)\'','\'(26.2-inf)\'','\'(48.7-51.8]\'','284,853','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(-inf-1.3]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(1.6-2.4]\'','\'(102.8-inf)\'','\'(169.6-172.9]\'','\'(34.2-36.1]\'',1
'\'(8.4-11.2]\'','\'(9.6-10.8]\'','\'(4.8-5.2]\'','\'(3.7-inf)\'','\'(226-253]\'','\'(14.4-19.1]\'','\'(6.6-9.4]\'','\'(30.1-33.2]\'','284,853','\'(90.5-92.4]\'','\'(-inf-0.1]\'','\'(2.8-3.1]\'','\'(-inf-0.4]\'','\'(-inf-0.1]\'','\'(-inf-0.1]\'','\'(-inf-0.8]\'','\'(71.6-76.8]\'','\'(176.2-179.5]\'','\'(24.7-26.6]\'',3
